"chr","pos","Name","regression_coef"
"chr2",86221193,"cg16827313",-0.03008
"chr10",24639738,"cg21396949",0.03006
"chr14",61956883,"cg01343146",-0.03005
"chr2",222494355,"cg24554621",0.03005
"chr7",95803300,"cg03822645",0.03004
"chr2",16127620,"cg16807508",0.03002
"chr14",81862626,"cg10209616",0.03002
"chr2",10860366,"cg25607046",0.03002
"chr4",113073967,"cg27599848",0.03001
"chr1",206971195,"cg12380764",0.03001
"chr1",64116959,"cg22936981",-0.03001
"chr4",185725995,"cg07769574",0.02999
"chr10",76642824,"cg02135122",0.02998
"chr3",152891569,"cg13248343",-0.02998
"chr4",2008706,"cg04875614",-0.02998
"chr12",64785252,"cg08505616",-0.02998
"chr19",35975802,"cg08451313",-0.02997
"chr8",101966602,"cg09393372",0.02997
"chr20",34708192,"cg22213751",0.02994
"chr9",115598933,"cg25023975",-0.02992
"chr7",25703085,"cg24010210",-0.02992
"chr1",68387546,"cg18408283",-0.02992
"chr8",103821815,"cg06008295",0.02991
"chr3",134034598,"cg15429966",-0.0299
"chr1",94731681,"cg04696864",-0.02989
"chr11",943077,"cg17366166",0.02988
"chr2",101432922,"cg12219155",-0.02988
"chr16",10671982,"cg02912007",0.02988
"chr15",80970934,"cg15947424",0.02986
"chr13",20764085,"cg26889735",0.02986
"chr13",41496235,"cg14924160",-0.02986
"chr11",8280741,"cg23162201",-0.02985
"chr15",64580930,"cg17261919",-0.02985
"chr20",2266514,"cg26759742",-0.02984
"chr12",51058416,"cg22041282",0.02984
"chr22",31062286,"cg01274916",-0.02982
"chr11",16499411,"cg22586527",0.02982
"chr2",179417916,"cg16910097",-0.02981
"chr12",97304412,"cg00481382",0.0298
"chr8",104022944,"cg18434226",0.0298
"chr14",97290856,"cg10888052",-0.0298
"chr2",187081534,"cg22062667",-0.0298
"chr8",101438157,"cg09348973",-0.02979
"chr7",29037910,"cg11728747",0.02979
"chr17",10742193,"cg22175965",0.02979
"chr18",78012216,"cg25938608",-0.02979
"chr3",72715398,"cg14968688",-0.02977
"chr10",114809894,"cg03921156",-0.02977
"chr1",10479557,"cg06485333",-0.02976
"chr10",54148237,"cg00089219",-0.02976
"chr3",172343046,"cg14975905",-0.02976
"chr16",67524410,"cg10866482",0.02975
"chr20",49391773,"cg26504965",-0.02974
"chr1",167516368,"cg19948045",-0.02973
"chr21",42690652,"cg18440523",0.02973
"chr7",148264868,"cg26351614",0.02971
"chr2",26222638,"cg06788477",-0.0297
"chr1",109571230,"cg04106334",0.0297
"chr1",25257505,"cg07996594",-0.02969
"chr2",85578312,"cg17549292",0.02968
"chr16",85819513,"cg03249995",-0.02968
"chr4",128765844,"cg17315664",0.02967
"chr20",52029943,"cg07333305",-0.02966
"chr8",30294180,"cg06288712",-0.02965
"chr20",35236543,"cg18688188",-0.02964
"chr15",43595940,"cg20066282",0.02964
"chr3",123340786,"cg19354468",-0.02963
"chr12",57327964,"cg02658214",0.02963
"chr1",206969571,"cg03515773",-0.02963
"chr2",220023216,"cg19822142",-0.02963
"chr12",57966560,"cg22004692",-0.02961
"chr6",7057636,"cg06574977",0.02961
"chr7",127890193,"cg25435800",0.02961
"chr4",142678613,"cg11088672",0.02957
"chr15",52732321,"cg06878853",0.02956
"chr2",67443148,"cg04658405",-0.02956
"chr10",4116398,"cg16780639",-0.02955
"chr20",30294018,"cg14517873",-0.02955
"chr7",99609831,"cg22823038",-0.02952
"chr1",95407908,"cg05729566",-0.02952
"chr9",113505417,"cg25647390",0.02951
"chr2",216004294,"cg13236377",-0.02951
"chr3",171496417,"cg00034300",0.02951
"chr2",73016422,"cg23597826",-0.0295
"chr6",153264846,"cg19978917",-0.02949
"chr5",14739833,"cg20413620",0.02949
"chr1",162136713,"cg03001048",-0.02947
"chr3",169375110,"cg13021015",0.02947
"chr1",40805926,"cg17096793",-0.02947
"chr20",39929751,"cg07526439",0.02945
"chr7",5029673,"cg13258444",0.02945
"chr10",120504490,"cg14564422",0.02945
"chr4",48236693,"cg15367070",-0.02945
"chr15",86708308,"cg23248846",0.02944
"chr5",134551188,"cg26605734",-0.02944
"chr3",56838665,"cg12704098",-0.02943
"chr11",8895695,"cg01636184",-0.02942
"chr15",80851508,"cg14647709",-0.02941
"chr14",104047722,"cg22920967",0.02941
"chr8",28654590,"cg11135335",0.0294
"chr11",60744499,"cg04383721",-0.02937
"chr1",154404620,"cg08098348",0.02937
"chr16",30994322,"cg23942803",0.02937
"chr3",42950090,"cg12019893",-0.02936
"chr2",183780280,"cg25889475",-0.02936
"chr4",77801348,"cg09292069",-0.02935
"chr14",35835542,"cg11012616",-0.02935
"chr8",128883193,"cg20208491",-0.02934
"chr13",50212842,"cg06722405",0.02934
"chr19",35654000,"cg14293885",0.02934
"chr18",47680812,"cg17529399",-0.02933
"chr13",50975320,"cg25634807",-0.02933
"chr3",186646986,"cg15755137",-0.02932
"chr3",15337162,"cg25504129",-0.02932
"chr1",39395165,"cg26014374",0.02932
"chr16",75133040,"cg26973018",0.0293
"chr2",224878817,"cg14867927",-0.02929
"chr6",13432829,"cg01417798",0.02929
"chr15",60919520,"cg05912053",0.02928
"chr5",142175197,"cg08888170",0.02927
"chr13",95719669,"cg26881318",-0.02927
"chr4",1208960,"cg00917642",-0.02926
"chr10",90193524,"cg01759310",0.02926
"chr10",91106569,"cg25409929",-0.02922
"chr6",90168584,"cg12737015",-0.02921
"chr1",24677153,"cg19696536",-0.02921
"chr16",72888448,"cg24651536",-0.0292
"chr12",22852796,"cg15950727",-0.0292
"chr19",14598341,"cg27330830",0.02919
"chr11",126230620,"cg08080418",-0.02919
"chr16",30783088,"cg12451285",0.02918
"chr14",50507952,"cg04443572",-0.02918
"chr19",17516712,"cg01329005",-0.02918
"chr7",130923131,"cg16770881",-0.02917
"chr19",14598345,"cg08734853",-0.02917
"chr1",80869689,"cg14603991",0.02917
"chr15",42434984,"cg06314361",-0.02917
"chr5",172409790,"cg07830644",0.02915
"chr14",95233665,"cg21077684",-0.02914
"chr4",184929183,"cg07496457",-0.02913
"chr18",36778419,"cg12632561",-0.02913
"chr4",147043712,"cg05093714",0.02913
"chr6",128445935,"cg03854416",-0.02912
"chr17",77029308,"cg26539042",0.02912
"chr10",93357526,"cg19817126",0.0291
"chr18",42352602,"cg22225080",0.0291
"chr16",66604187,"cg09839874",-0.02909
"chr10",52124713,"cg25747854",-0.02909
"chr17",15562805,"cg08317493",-0.02908
"chr15",85573535,"cg13806256",0.02906
"chr3",197185937,"cg08869146",0.02904
"chr17",74628579,"cg14690207",0.02903
"chr2",11380416,"cg27423071",0.02901
"chr12",115861520,"cg02506008",0.02901
"chr5",34743138,"cg12427317",0.029
"chr1",56668198,"cg16069924",0.02899
"chr22",38451781,"cg11284599",-0.02897
"chr4",110912186,"cg11145331",-0.02897
"chr19",39862918,"cg15473329",-0.02896
"chr19",49639677,"cg18887296",0.02896
"chr13",42197109,"cg10938221",-0.02896
"chr2",86732413,"cg09273112",0.02895
"chr6",13303065,"cg01702055",-0.02895
"chr9",126642922,"cg19424577",-0.02894
"chr1",178378231,"cg16783515",-0.02893
"chr12",93293779,"cg11990561",0.02893
"chr11",109948791,"cg15761265",-0.02892
"chr1",236557466,"cg11451379",0.02892
"chr16",8946562,"cg17926444",0.02891
"chr17",78899797,"cg05814100",-0.02891
"chr2",106438173,"cg11136882",-0.0289
"chr1",154370818,"cg07433407",-0.0289
"chr22",38696180,"cg22632063",0.0289
"chr2",97564065,"cg24188849",0.02889
"chr17",42346923,"cg16464328",0.02889
"chr1",211646281,"cg06458256",-0.02888
"chr3",122229927,"cg25535954",-0.02887
"chr12",64565577,"cg18437816",0.02887
"chr4",150443070,"cg07296978",-0.02887
"chr12",92976846,"cg23905556",-0.02886
"chr6",30166132,"cg24968291",0.02886
"chr2",169957298,"cg14595332",0.02885
"chr20",46705099,"cg13356190",-0.02885
"chr7",64453684,"cg27542948",-0.02884
"chr2",204292045,"cg16484195",0.02883
"chr18",43752855,"cg08681225",-0.02883
"chr8",121139602,"cg14488087",0.02882
"chr9",107593948,"cg06460023",0.02881
"chr20",45530115,"cg09510464",0.02881
"chr6",56021657,"cg06480765",-0.02881
"chr20",46821108,"cg14053124",0.0288
"chr17",60755963,"cg13108002",0.0288
"chr4",84111892,"cg22704468",-0.02879
"chr5",140766911,"cg23347399",-0.02879
"chr13",99522175,"cg12275443",-0.02879
"chr18",74821541,"cg24165874",-0.02878
"chr17",8324914,"cg17949530",-0.02878
"chr3",151845056,"cg27520924",0.02876
"chr1",67593853,"cg16629173",-0.02875
"chr6",114012748,"cg19388630",0.02875
"chr19",7475060,"cg19391714",0.02874
"chr14",59814285,"cg13412040",0.02873
"chr14",77538656,"cg07222940",-0.02872
"chr3",124558103,"cg24985345",0.02871
"chr11",100687808,"cg25225829",0.02871
"chr19",1016865,"cg16336103",-0.02871
"chr16",80199163,"cg07719096",-0.0287
"chr14",97298842,"cg12239717",0.02869
"chr17",6898315,"cg13168555",-0.02868
"chr10",74284413,"cg20278721",-0.02867
"chr1",101488098,"cg04205769",-0.02866
"chr3",147128123,"cg12595013",0.02862
"chr17",80820757,"cg01045697",-0.02862
"chr3",57145711,"cg23966972",0.02862
"chr1",206676071,"cg18612172",-0.02862
"chr8",130449230,"cg08485069",-0.02861
"chr3",129406072,"cg08931923",-0.02861
"chr1",32095849,"cg26940109",0.02861
"chr2",169073609,"cg13431028",-0.02861
"chr11",2190111,"cg19125767",-0.02861
"chr10",71884800,"cg13185081",-0.0286
"chr7",135590780,"cg03005829",-0.02858
"chr1",206615585,"cg10021424",-0.02857
"chr8",99081133,"cg07209385",0.02857
"chr6",131894023,"cg01699630",0.02856
"chr12",56331203,"cg05670486",0.02852
"chr6",33874211,"cg07940011",0.02852
"chr18",57489327,"cg15097580",0.02851
"chr1",235120928,"cg23494543",-0.0285
"chr7",114066523,"cg01754290",-0.0285
"chr2",46265385,"cg14820356",-0.0285
"chr2",8946094,"cg16185768",-0.02849
"chr20",25478236,"cg02395976",0.02848
"chr17",44248599,"cg07281649",0.02848
"chr21",40423597,"cg11358887",-0.02847
"chr2",9865398,"cg15676528",-0.02847
"chr5",139037323,"cg03992638",-0.02847
"chr11",10563606,"cg01381607",0.02847
"chr2",235007538,"cg20572186",-0.02846
"chr14",56214407,"cg22905945",0.02845
"chr2",239552883,"cg26552886",0.02845
"chr22",37417225,"cg11920999",0.02845
"chr4",140941031,"cg16218705",0.02844
"chr2",88896127,"cg12978119",0.02843
"chr2",174136415,"cg10153532",0.02842
"chr12",19750334,"cg24054774",-0.02842
"chr18",53053356,"cg08151537",0.0284
"chr16",57864910,"cg01221959",-0.02839
"chr10",81091172,"cg03481488",-0.02838
"chr20",1353153,"cg12426214",-0.02838
"chr10",626833,"cg09331735",-0.02837
"chr14",20963289,"cg26958286",0.02837
"chr15",59774804,"cg09747321",-0.02837
"chr12",123647630,"cg26419304",-0.02836
"chr17",76054221,"cg26200971",0.02836
"chr16",74483956,"cg16800724",-0.02835
"chr2",47006546,"cg10404085",0.02833
"chr2",222475282,"cg26804381",-0.02833
"chr14",31524601,"cg22927496",-0.02833
"chr12",3280014,"cg07303577",0.02832
"chr3",58199298,"cg05928992",0.02832
"chr17",44834262,"cg13684541",0.02832
"chr7",99873963,"cg09421126",0.02832
"chr9",35001415,"cg08515470",0.02832
"chr12",32394065,"cg04603962",-0.02832
"chr1",200740962,"cg13775406",0.02832
"chr1",59448553,"cg24025961",0.02831
"chr2",219152603,"cg05359073",-0.02831
"chr7",73711965,"cg10596085",-0.02828
"chr17",73310148,"cg13888157",-0.02828
"chr2",14542180,"cg20932898",0.02826
"chr14",61070289,"cg25406294",0.02826
"chr6",34274189,"cg00533994",0.02825
"chr21",17571119,"cg02711653",-0.02825
"chr1",206227162,"cg26596278",0.02824
"chr13",34444050,"cg21070725",-0.02823
"chr3",136262383,"cg19598924",-0.02823
"chr12",51585379,"cg18912120",-0.02822
"chr21",17127428,"cg14891841",-0.02822
"chr15",72513609,"cg07565018",0.02822
"chr7",142554834,"cg08820016",-0.02821
"chr18",12629457,"cg15754810",0.0282
"chr3",151911580,"cg18884865",0.0282
"chr7",151496334,"cg25579477",-0.02819
"chr6",161347847,"cg13612423",0.02819
"chr12",133435645,"cg07007834",-0.02819
"chr3",4781326,"cg11036343",0.02818
"chr10",5576434,"cg10629173",0.02818
"chr7",127536060,"cg25578993",-0.02817
"chr1",150846117,"cg25308738",0.02817
"chr11",94336029,"cg01887834",0.02817
"chr7",148846616,"cg22758680",-0.02816
"chr14",57075658,"cg08547962",-0.02815
"chr5",36575671,"cg23533275",0.02815
"chr2",234162291,"cg01205849",0.02815
"chr7",130646051,"cg20228731",0.02815
"chr14",69611571,"cg13028396",0.02815
"chr3",128731918,"cg23766117",-0.02815
"chr6",119032005,"cg16136400",-0.02813
"chr10",104271220,"cg25635674",0.02813
"chr13",49990767,"cg02210115",-0.02811
"chr4",102003409,"cg05074535",-0.02811
"chr7",23062137,"cg25982178",0.0281
"chr2",74990005,"cg09192152",0.0281
"chr16",50755855,"cg11466773",0.02809
"chr16",80073865,"cg09751042",0.02809
"chr15",42423807,"cg12021671",-0.02809
"chr5",59055780,"cg02882418",-0.02809
"chr3",131068941,"cg27514336",0.02809
"chr20",37082970,"cg13640430",-0.02808
"chr2",85539734,"cg09046203",-0.02807
"chr17",18238457,"cg06922733",0.02807
"chr7",44654888,"cg06176927",0.02807
"chr5",172581886,"cg05583199",-0.02807
"chr1",229335830,"cg24624353",0.02806
"chr10",71087364,"cg23177739",0.02806
"chr4",48340688,"cg11553983",-0.02805
"chr7",127087155,"cg09227478",0.02805
"chr14",74262495,"cg12603480",-0.02805
"chr5",112534963,"cg06129427",-0.02803
"chr5",71532488,"cg04683265",0.02802
"chr19",7682983,"cg03131092",0.02802
"chr4",81375505,"cg02893212",0.02802
"chr15",86365022,"cg00842605",-0.02801
"chr20",10160736,"cg13376488",-0.02801
"chr5",118193625,"cg00534516",0.028
"chr10",89564834,"cg02589947",-0.028
"chr1",26000814,"cg12145099",0.028
"chr4",143395357,"cg08368933",0.028
"chr10",91627854,"cg10820247",0.02799
"chr3",23687466,"cg10949535",-0.02799
"chr7",4208456,"cg18555554",0.02797
"chr10",119122774,"cg15410088",-0.02797
"chr1",234358782,"cg26348343",-0.02797
"chr15",41548858,"cg14716166",0.02795
"chr1",247368574,"cg14678017",0.02795
"chr1",110364600,"cg09489980",-0.02794
"chr7",101411049,"cg24805646",-0.02791
"chr1",31532986,"cg19362192",0.02791
"chr16",67954088,"cg06905224",-0.02789
"chr11",5641221,"cg12522441",-0.02789
"chr11",83485448,"cg17799982",-0.02789
"chr2",208794914,"cg10157926",0.02788
"chr11",8555543,"cg07866516",-0.02784
"chr7",80231483,"cg04907259",-0.02783
"chr1",68926823,"cg15715903",0.02783
"chr1",26880547,"cg00359365",-0.02782
"chr9",37957355,"cg04115223",0.02782
"chr2",169928097,"cg17388157",-0.02781
"chr1",59545056,"cg18604584",0.02781
"chr17",55665669,"cg09931157",-0.0278
"chr2",151395632,"cg10884150",0.02779
"chr12",78225315,"cg09175834",0.02778
"chr6",13044965,"cg16684217",-0.02776
"chr4",186227243,"cg09373676",0.02776
"chr2",162929318,"cg09316885",-0.02775
"chr14",24806737,"cg22715841",0.02775
"chr18",39324779,"cg03379294",0.02774
"chr2",236663681,"cg08489779",0.02774
"chr4",110912019,"cg06020419",-0.02774
"chr2",9735158,"cg05078268",-0.02773
"chr11",36233408,"cg02800280",-0.02773
"chr5",176958936,"cg04909958",-0.02772
"chr11",2190134,"cg16003049",0.02772
"chr3",78786120,"cg05503024",0.02772
"chr1",20930859,"cg13695027",-0.02772
"chr3",97692444,"cg08808163",0.02771
"chr9",78526426,"cg23130711",-0.0277
"chr2",101790485,"cg19652019",-0.0277
"chr8",126409294,"cg12733753",-0.02769
"chr15",40523353,"cg00648856",-0.02769
"chr20",12133799,"cg09970889",0.02768
"chr11",86024967,"cg23450586",-0.02768
"chr10",131650741,"cg18833880",0.02768
"chr2",38736803,"cg15236972",-0.02767
"chr20",45242547,"cg18086316",0.02767
"chr1",969254,"cg16318112",-0.02765
"chr8",135878442,"cg09198634",0.02765
"chr1",222993664,"cg12818988",-0.02764
"chr22",38362190,"cg05211746",0.02764
"chr15",74493640,"cg08081525",0.02764
"chr2",234828795,"cg11533969",-0.02762
"chr14",23367828,"cg14183602",-0.02762
"chr5",95616198,"cg27335585",0.02762
"chr6",140033095,"cg21007972",-0.02759
"chr8",37330004,"cg05707211",0.02759
"chr14",75941088,"cg16748345",0.02757
"chr20",36372888,"cg04903820",0.02754
"chr21",43938777,"cg12409874",0.02754
"chr16",70616480,"cg00340120",0.02754
"chr4",148698685,"cg13845366",-0.02752
"chr17",1167873,"cg14774893",0.02751
"chr6",43112718,"cg16263518",0.0275
"chr7",130070993,"cg11632592",-0.0275
"chr7",32619660,"cg16000803",0.0275
"chr18",9663543,"cg27296059",0.02749
"chr4",84218838,"cg07893565",0.02748
"chr17",19404730,"cg05035353",-0.02747
"chr14",86066450,"cg09256096",-0.02747
"chr1",41858351,"cg19964319",0.02747
"chr1",40350052,"cg10024100",-0.02746
"chr6",43969577,"cg10938046",0.02746
"chr4",11470821,"cg01631065",-0.02746
"chr5",180227608,"cg09906155",-0.02745
"chr8",129279507,"cg08693580",-0.02744
"chr14",91108914,"cg25586209",0.02743
"chr15",51288927,"cg07040696",-0.02742
"chr1",43759320,"cg08697709",-0.02741
"chr2",192109284,"cg03796659",0.02739
"chr21",27375842,"cg10871333",0.02739
"chr14",71185309,"cg00192230",-0.02739
"chr3",54865258,"cg13292150",-0.02737
"chr12",32903677,"cg20971145",-0.02737
"chr19",47769905,"cg04595857",0.02735
"chr3",57064082,"cg03069832",0.02735
"chr7",149518917,"cg03464200",-0.02735
"chr14",68157058,"cg27365692",0.02733
"chr7",100083672,"cg02667124",-0.02732
"chr2",198150387,"cg07316475",0.02732
"chr1",154407478,"cg00929661",-0.02731
"chr3",186493864,"cg26341003",0.0273
"chr4",174164630,"cg21015582",-0.0273
"chr11",128813183,"cg13962286",0.0273
"chr1",182097885,"cg19421214",0.02729
"chr8",97280827,"cg13461821",0.02729
"chr12",104930864,"cg12420856",0.02728
"chr17",27947536,"cg00507347",-0.02728
"chr8",42158162,"cg17220152",-0.02727
"chr1",150665515,"cg11571732",-0.02727
"chr16",30675233,"cg19464252",0.02727
"chr9",140285016,"cg00713897",0.02727
"chr15",63513842,"cg03014301",0.02727
"chr9",109643142,"cg22208174",0.02726
"chr4",57541346,"cg21364106",-0.02725
"chr12",3929538,"cg08588817",-0.02725
"chr15",37311908,"cg02433515",-0.02725
"chr8",129339255,"cg10480693",0.02724
"chr2",45405216,"cg01083804",0.02724
"chr3",4790790,"cg03151905",0.02723
"chr14",76345499,"cg10533931",-0.02721
"chr1",26675790,"cg25368667",-0.02721
"chr3",172398637,"cg16108558",-0.02721
"chr3",33103528,"cg07802484",-0.0272
"chr15",41555798,"cg03437916",0.0272
"chr16",649132,"cg01770948",-0.02719
"chr17",58894852,"cg24870281",0.02719
"chr1",117542916,"cg21541341",-0.02718
"chr15",62938334,"cg09736950",0.02718
"chr3",127535704,"cg08389324",-0.02717
"chr11",129992297,"cg14219124",-0.02717
"chr16",67168402,"cg03664901",0.02715
"chr17",76725893,"cg03137672",0.02715
"chr11",112235851,"cg02984507",0.02714
"chr1",207213607,"cg06019956",-0.02713
"chr2",85503831,"cg01132949",0.02712
"chr6",52288804,"cg19340296",-0.02712
"chr9",84271042,"cg09830832",-0.02711
"chr1",16763671,"cg26845278",-0.02711
"chr4",1378592,"cg24331082",0.02711
"chr8",90900476,"cg09647122",0.0271
"chr14",95862525,"cg24229052",0.0271
"chr14",77961897,"cg21822146",-0.02709
"chr10",97200985,"cg25097946",-0.02709
"chr4",169563103,"cg04488869",0.02708
"chr15",39866939,"cg26865513",0.02708
"chr5",148317006,"cg11523085",-0.02706
"chr9",75095952,"cg01361410",-0.02705
"chr3",71592056,"cg18558767",0.02704
"chr16",9031878,"cg00094764",0.02703
"chr1",59013529,"cg07939591",0.02703
"chr7",135392715,"cg17254718",0.02702
"chr9",124326572,"cg05563462",0.02701
"chr1",156256095,"cg15793285",-0.02701
"chr11",117110208,"cg26034313",0.02699
"chr12",77005593,"cg26799677",-0.02699
"chr10",28671688,"cg05206733",-0.02699
"chr14",99592323,"cg04246882",-0.02696
"chr3",58645085,"cg06689372",-0.02694
"chr10",29891284,"cg00064589",-0.02694
"chr5",112358411,"cg09201221",-0.02694
"chr7",127682579,"cg11857142",-0.02694
"chr21",46388162,"cg11327657",0.02693
"chr8",19615733,"cg04292846",0.02691
"chr7",134233797,"cg05478082",-0.02691
"chr6",135647046,"cg26773549",0.0269
"chr10",32339223,"cg23683046",0.0269
"chr10",24671718,"cg14710896",-0.02689
"chr6",34640204,"cg06622996",-0.02689
"chr6",17907035,"cg25700513",-0.02689
"chr1",47138732,"cg21149037",-0.02689
"chr3",143374057,"cg25517870",-0.02689
"chr10",71082222,"cg06214126",0.02688
"chr13",94848037,"cg09879400",-0.02687
"chr15",88983548,"cg22459263",-0.02687
"chr6",40375501,"cg01270064",-0.02686
"chr4",77650853,"cg11091415",-0.02686
"chr9",131792384,"cg14575222",0.02685
"chr1",41476918,"cg16930569",0.02685
"chr17",57440029,"cg16322427",0.02684
"chr12",106528399,"cg16448397",0.02684
"chr7",80253343,"cg10749585",-0.02684
"chr4",160230280,"cg03351978",-0.02684
"chr1",54327155,"cg17347396",0.02684
"chr8",70449326,"cg15031965",0.02682
"chr4",100939079,"cg25358945",0.02681
"chr8",101507507,"cg08162748",0.02681
"chr21",46296370,"cg20208775",0.02681
"chr5",179751165,"cg16793483",-0.02681
"chr20",30497307,"cg12172314",0.0268
"chr18",9695189,"cg20150123",0.02679
"chr3",143861209,"cg24969222",-0.02679
"chr12",83368576,"cg25136667",-0.02679
"chr5",139653332,"cg01573405",-0.02678
"chr1",153264339,"cg25456571",0.02678
"chr19",34307801,"cg03257387",0.02678
"chr8",49236999,"cg04518551",-0.02676
"chr17",37385773,"cg02184226",-0.02676
"chr1",198136929,"cg14428237",0.02676
"chr13",30984186,"cg14755147",0.02675
"chr16",31723510,"cg12955523",0.02675
"chr15",31692431,"cg16685562",-0.02675
"chr5",57386662,"cg23069178",0.02674
"chr13",50199653,"cg13603651",-0.02674
"chr8",140890279,"cg01634958",-0.02674
"chr1",51895612,"cg20531001",-0.02674
"chr3",13383334,"cg26991619",0.02673
"chr12",102515051,"cg13015171",0.02672
"chr1",46972183,"cg09914444",-0.02672
"chr14",93052501,"cg10205038",0.02672
"chr2",38075190,"cg12176155",-0.02671
"chr12",123944398,"cg20417154",-0.0267
